pais,country_slug,jugador,slug,posicion_listado,primary_position,secondary_positions,wikidata_id,wikidata_label,wikidata_description,enrichment_status,birth_date,height_cm,club,shirt_number,is_captain,attack,midfield,defense,goalkeeping,ovr
Egipto,egipto,Hossam Abdelmaguid,hossam-abdelmaguid,DEFENSORES,CB,"[""LB"",""RB""]",Q98937753,Hossam Abdelmaguid,Egyptian association football player,matched,2001-04-30,193,,,false,32,51,76,1,70
Egipto,egipto,Ramy Rabia,ramy-rabia,DEFENSORES,CB,[],Q501274,Ramy Rabia,Egyptian association football player,matched,1993-05-20,156,Al Ahly SC,,false,35,54,79,4,73
Egipto,egipto,Yasser Ibrahim,yasser-ibrahim,DEFENSORES,CB,[],Q17386078,Yasser Ibrahim,Egyptian association football player,matched,1989-05-08,185,Smouha SC,,false,32,51,76,1,70
Egipto,egipto,Ahmed Fatouh,ahmed-fatouh,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,33,52,77,2,71
Egipto,egipto,Karim Hafez,karim-hafez,DEFENSORES,CB,[],Q18225149,Karim Hafez,Egyptian association football player,matched,1995-03-12,175,AC Omonia,,false,37,56,81,6,75
Egipto,egipto,Mohamed Hany,mohamed-hany,DEFENSORES,CB,[],Q18705249,Mohamed Hany,Egyptian association football player,matched,1996-01-25,175,Al Ahly SC,,false,35,54,79,4,73
Egipto,egipto,Tarek Alaa,tarek-alaa,DEFENSORES,CB,[],Q139986016,Tarek Alaa,Egyptian association football player (b. 2002),matched,2002-01-05,,,,false,33,52,77,2,71
Egipto,egipto,Marwan Ateya,marwan-ateya,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q116621640,Marwan Attia,Egyptian association football player,matched,1998-08-12,176,,,false,54,75,56,1,73
Egipto,egipto,Mohanad Lasheen,mohanad-lasheen,MEDIOCAMPISTAS,CM,[],Q41023561,Mohanad Lasheen,Egyptian association football player,matched,1996-01-01,179,Ismaily SC,,false,54,75,56,1,73
Egipto,egipto,Hamdy Fathy,hamdy-fathy,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q35841433,Hamdi Fathi,Egyptian association football player,matched,1994-09-29,180,ENPPI SC,,false,54,75,56,1,73
Egipto,egipto,Nabil Dunga,nabil-dunga,MEDIOCAMPISTAS,CM,[],Q41187975,Nabil Emad,Egyptian association football player,matched,1996-04-06,,Pyramids FC,,false,57,78,59,4,76
Egipto,egipto,Emam Ashour,emam-ashour,MEDIOCAMPISTAS,CM,[],Q64681287,Emam Ashour,Egyptian association football player,matched,1998-02-20,182,Zamalek SC,,false,58,79,60,5,77
Egipto,egipto,Mahmoud Saber,mahmoud-saber,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q117035133,Mahmoud Saber,Egyptian association football player,matched,2001-07-30,170,,,false,53,74,55,1,72
Egipto,egipto,Mohamed Salah,mohamed-salah,DELANTEROS,ST,"[""RW""]",Q1354960,Mohamed Salah,Egyptian association football player (born 1992),matched,1992-06-15,175,Liverpool F.C.,,false,93,68,36,13,88
Egipto,egipto,Trezeguet,trezeguet,DELANTEROS,ST,[],Q6734350,Trézéguet,Egyptian association football player,matched,1994-10-01,180,Trabzonspor,,false,84,59,27,4,79
Egipto,egipto,Ibrahim Adel,ibrahim-adel,DELANTEROS,ST,[],Q90916422,Ibrahim Adel,Egyptian association football player,matched,2001-04-23,178,Pyramids FC,,false,84,59,27,4,79
Egipto,egipto,Mostafa Ziko,mostafa-ziko,DELANTEROS,ST,"[""LW"",""RW""]",Q121537482,Mostafa Ziko,Egyptian association football player,matched,1997-04-27,,,,false,78,53,21,1,73
Egipto,egipto,Haissem Hassan,haissem-hassan,DELANTEROS,ST,[],Q58303188,Haissem Hassan,French-Egyptian-Tunisian association football player,matched,2002-02-08,178,Real Oviedo,,false,87,62,30,7,82
Egipto,egipto,Zizo,zizo,DELANTEROS,RW,[],Q17429290,Ahmed Sayed,Egyptian association football,matched,1996-01-10,180,Al Ahly SC,,false,77,65,30,1,75
Egipto,egipto,Omar Marmoush,omar-marmoush,DELANTEROS,ST,[],Q28065104,Omar Marmoush,Egyptian association football player (born 1999),matched,1999-02-07,183,Manchester City F.C.,,false,94,69,37,14,89
Egipto,egipto,Hamza Abdelkarim,hamza-abdelkarim,DELANTEROS,ST,[],Q134513932,Hamza Abdelkarim,Egyptian footballer (born 2008),matched,2008-01-01,182,FC Barcelona Atlètic,,false,83,58,26,3,78
Nueva Zelanda,nueva-zelanda,Max Crocombe,max-crocombe,ARQUEROS,GK,[],Q6794678,Max Crocombe,New Zealand footballer,matched,1993-08-12,194,Southport F.C.,,false,12,22,34,83,76
Nueva Zelanda,nueva-zelanda,Alex Paulsen,alex-paulsen,ARQUEROS,GK,[],Q107558242,Alex Paulsen,New Zealand association football player,matched,2002-07-04,193,AFC Bournemouth,,false,15,25,37,86,79
Nueva Zelanda,nueva-zelanda,Michael Woud,michael-woud,ARQUEROS,GK,[],Q54862548,Michael Woud,New Zealand association football player,matched,1999-01-16,194,Willem II,,false,16,26,38,87,80
Nueva Zelanda,nueva-zelanda,Callan Elliot,callan-elliot,DEFENSORES,CB,"[""LB"",""RB""]",Q62006806,Callan Elliot,New Zealand association football player,matched,1999-07-07,175,Wellington Phoenix FC,,false,32,51,76,1,70
Nueva Zelanda,nueva-zelanda,Tim Payne,tim-payne,DEFENSORES,CB,"[""LB"",""RB""]",Q2642525,Tim Payne,New Zealand footballer,matched,1994-01-10,179,New Zealand men's national football team,,false,34,53,78,3,72
Nueva Zelanda,nueva-zelanda,Tyler Bindon,tyler-bindon,DEFENSORES,CB,[],Q121353909,Tyler Bindon,English footballer (born 2005),matched,2005-01-27,188,Nottingham Forest F.C.,,false,39,58,83,8,77
Nueva Zelanda,nueva-zelanda,Michael Boxall,michael-boxall,DEFENSORES,CB,[],Q524730,Michael Boxall,New Zealand footballer,matched,1988-08-18,188,Minnesota United FC,,false,33,52,77,2,71
Nueva Zelanda,nueva-zelanda,Nando Pijnaker,nando-pijnaker,DEFENSORES,CB,[],Q64031855,Nando Pijnaker,New Zealand association football player,matched,1999-02-25,192,Eastern Suburbs AFC,,false,34,53,78,3,72
Nueva Zelanda,nueva-zelanda,Tommy Smith,tommy-smith,DEFENSORES,CB,[],Q1179411,Tommy Smith,English association football player (1945–2019),matched,1945-04-05,,England national under-21 association football team,,false,35,54,79,4,73
Nueva Zelanda,nueva-zelanda,Finn Surman,finn-surman,DEFENSORES,CB,[],Q109968695,Finn Surman,New Zealand footballer,matched,2003-09-23,190,Portland Timbers,,false,35,54,79,4,73
Nueva Zelanda,nueva-zelanda,Liberato Cacace,liberato-cacace,DEFENSORES,CB,[],Q47544166,Liberato Cacace,New Zealand association football player,matched,2000-09-27,183,Wellington Phoenix FC,,false,32,51,76,1,70
Nueva Zelanda,nueva-zelanda,Francis de Vries,francis-de-vries,DEFENSORES,CB,[],Q29113776,Francis de Vries,New Zealand association football player,matched,1994-11-28,188,Flint City Bucks,,false,35,54,79,4,73
Nueva Zelanda,nueva-zelanda,Lachlan Bayliss,lachlan-bayliss,MEDIOCAMPISTAS,CAM,[],Q123571870,Lachlan Bayliss,Australian association footballer,matched,2002-07-24,179,Newcastle Jets FC,,false,72,81,40,4,77
Nueva Zelanda,nueva-zelanda,Joe Bell,joe-bell,MEDIOCAMPISTAS,CM,[],Q64433070,Joe Bell,New Zealand association football player,matched,1999-04-27,182,Brøndby IF,,false,63,84,65,10,82
Nueva Zelanda,nueva-zelanda,Matt Garbett,matt-garbett,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,54,75,56,1,73
Nueva Zelanda,nueva-zelanda,Eli Just,eli-just,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,54,75,56,1,73
Nueva Zelanda,nueva-zelanda,Ben Old,ben-old,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q106939313,Ben Old,New Zealand footballer,matched,2002-08-13,173,AS Saint-Étienne,,false,59,80,61,6,78
Nueva Zelanda,nueva-zelanda,Alex Rufer,alex-rufer,MEDIOCAMPISTAS,CM,[],Q16239766,Alex Rufer,New Zealand footballer,matched,1996-06-12,184,Wellington Phoenix FC,,false,53,74,55,1,72
Nueva Zelanda,nueva-zelanda,Sarpreet Singh,sarpreet-singh,MEDIOCAMPISTAS,CM,[],Q28800473,Sarpreet Singh,New Zealand association football player,matched,1999-02-20,175,FC Bayern Munich II,,false,59,80,61,6,78
Nueva Zelanda,nueva-zelanda,Marko Stamenić,marko-stamenic,MEDIOCAMPISTAS,CM,[],Q102257634,Marko Stamenic,New Zealand association football player,matched,2002-02-19,188,F.C. Copenhagen,,false,59,80,61,6,78
Nueva Zelanda,nueva-zelanda,Ryan Thomas,ryan-thomas,MEDIOCAMPISTAS,CM,[],Q3943100,Ryan Thomas,New Zealand footballer,matched,1994-12-20,174,PEC Zwolle,,false,59,80,61,6,78
Nueva Zelanda,nueva-zelanda,Kosta Barbarouses,kosta-barbarouses,DELANTEROS,ST,[],Q771396,Kosta Barbarouses,New Zealand footballer,matched,1990-02-19,171,New Zealand Olympic football team,,false,83,58,26,3,78
Nueva Zelanda,nueva-zelanda,Callum McCowatt,callum-mccowatt,DELANTEROS,ST,[],Q50829202,Callum McCowatt,New Zealand association football player,matched,1999-04-30,179,Auckland City FC,,false,85,60,28,5,80
Nueva Zelanda,nueva-zelanda,Jesse Randall,jesse-randall,DELANTEROS,RW,[],Q118287620,Jesse Randall,New Zealand footballer (born 2002),matched,2002-08-19,176,Auckland FC,,false,76,64,29,1,74
Nueva Zelanda,nueva-zelanda,Ben Waine,ben-waine,DELANTEROS,ST,"[""LW"",""RW""]",Q62629839,Ben Waine,New Zealand association football player,matched,2001-06-11,179,Plymouth Argyle F.C.,,false,86,61,29,6,81
Nueva Zelanda,nueva-zelanda,Chris Wood,chris-wood,DELANTEROS,ST,[],Q74548,Chris Wood,New Zealand association football player,matched,1991-12-07,191,Leeds United F.C.,,false,83,58,26,3,78
Irán,iran,Alireza Beiranvand,alireza-beiranvand,ARQUEROS,GK,[],Q4726869,Alireza Beiranvand,Iranian footballer,matched,1992-09-21,196,Persepolis F.C.,,false,13,23,35,84,77
Irán,iran,Hossein Hosseini,hossein-hosseini,ARQUEROS,GK,[],Q41448003,Hossein Hosseini,Iranian association football player (born 1995),matched,1995-01-19,,Esteghlal F.C.,,false,12,22,34,83,76
Irán,iran,Payam Niazmand,payam-niazmand,ARQUEROS,GK,[],Q43374160,Payam Niazmand,Iranian association football player,matched,1995-04-06,194,Portimonense S.C.,,false,12,22,34,83,76
Irán,iran,Danial Eiri,danial-eiri,DEFENSORES,CB,[],Q137779066,Danial Eiri,Iranian association football player,matched,2003-01-01,185,Malavan F.C.,,false,33,52,77,2,71
Irán,iran,Ehsan Hajsafi,ehsan-hajsafi,DEFENSORES,CB,[],Q2762113,Ehsan Hajsafi,Iranian footballer,matched,1990-02-25,176,Sepahan F.C.,,false,35,54,79,4,73
Irán,iran,Saleh Hardani,saleh-hardani,DEFENSORES,CB,[],Q70226579,Saleh Hardani,Iranian association football player,matched,1996-09-14,176,Foolad F.C.,,false,37,56,81,6,75
Irán,iran,Hossein Kanaani,hossein-kanaani,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,31,50,75,1,69
Irán,iran,Shoja Khalilzadeh,shoja-khalilzadeh,DEFENSORES,CB,[],Q7500146,Shoja' Khalilzadeh,footballer,matched,1989-05-14,183,Al Ahli SC,,false,30,49,74,1,68
Irán,iran,Milad Mohammadi,milad-mohammadi,DEFENSORES,CB,"[""LB"",""RB""]",Q17523896,Milad Mohammadi,footballer,matched,1993-09-29,178,FC Akhmat Grozny,,false,33,52,77,2,71
Irán,iran,Ali Nemati,ali-nemati,DEFENSORES,CB,[],Q65195011,Ali Nemati,Football player,matched,1996-02-07,,Shahr Khodro F.C.,,false,34,53,78,3,72
Irán,iran,Ramin Rezaeian,ramin-rezaeian,DEFENSORES,CB,[],Q7289588,Ramin Rezaian,Iranian association football player,matched,1990-03-21,185,Persepolis F.C.,,false,32,51,76,1,70
Irán,iran,Rouzbeh Cheshmi,rouzbeh-cheshmi,MEDIOCAMPISTAS,CM,[],Q15981797,Rouzbeh Cheshmi,Iranian footballer (born 1993),matched,1993-07-24,195,Esteghlal F.C.,,false,57,78,59,4,76
Irán,iran,Saeid Ezatolahi,saeid-ezatolahi,MEDIOCAMPISTAS,CM,[],Q7398276,Saeid Ezzatollahi,Iranian footballer,matched,1996-10-01,190,FC Anzhi Makhachkala,,false,59,80,61,6,78
Irán,iran,Mehdi Ghayedi,mehdi-ghayedi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q30160479,Mehdi Ghayedi,Iranian footballer,matched,1998-12-05,166,Kalba FC,,false,54,75,56,1,73
Irán,iran,Saman Ghoddos,saman-ghoddos,MEDIOCAMPISTAS,CM,[],Q16632974,Saman Ghoddos,Iranian footballer (born 1993),matched,1993-09-06,176,Brentford F.C.,,false,59,80,61,6,78
Irán,iran,Mohammad Ghorbani,mohammad-ghorbani,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q112079646,Mohammad Ghorbani,Iranian footballer,matched,2001-10-07,190,,,false,54,75,56,1,73
Irán,iran,Alireza Jahanbakhsh,alireza-jahanbakhsh,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q4406552,Alireza Jahanbakhsh,Iranian association football player,matched,1993-08-11,180,F.C. Verbroedering Dender Eendracht Hekelgem,,false,59,80,61,6,78
Irán,iran,Mohammad Mohebi,mohammad-mohebi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q65515898,Mohammad Mohebi,Iranian footballer,matched,1998-12-20,176,C.D. Santa Clara,,false,58,79,60,5,77
Irán,iran,Amir Mohammad Razzaghinia,amir-mohammad-razzaghinia,MEDIOCAMPISTAS,CM,[],Q123469788,Amir Mohammad Razzaghinia,Iranian footballer,matched,2006-04-11,187,Esteghlal F.C.,,false,56,77,58,3,75
Irán,iran,Mehdi Torabi,mehdi-torabi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q18210581,Mahdi Torabi,Iranian professional footballer,matched,1994-09-10,185,Persepolis F.C.,,false,59,80,61,6,78
Irán,iran,Aria Yousefi,aria-yousefi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q109548002,Aria Yousefi,Iranian footballer,matched,2002-04-22,181,,,false,52,73,54,1,71
Irán,iran,Ali Alipour,ali-alipour,DELANTEROS,ST,"[""LW"",""RW""]",Q4724643,Ali Alipour,Iranian association football player,matched,1995-11-11,181,Persepolis F.C.,,false,85,60,28,5,80
Irán,iran,Dennis Dargahi,dennis-dargahi,DELANTEROS,ST,"[""LW"",""RW""]",,,,unmatched,,,,,false,80,55,23,1,75
Irán,iran,Amirhossein Hosseinzadeh,amirhossein-hosseinzadeh,DELANTEROS,ST,"[""LW"",""RW""]",Q66735853,Amir Hossein Hosseinzadeh,Iranian association football player,matched,2000-10-30,178,Tractor F.C,,false,84,59,27,4,79
Irán,iran,Mehdi Taremi,mehdi-taremi,DELANTEROS,ST,[],Q17070837,Mehdi Taremi,Iranian footballer (born 1992),matched,1992-07-18,186,Olympiacos F.C.,,false,89,64,32,9,84
Irán,iran,Shahriar Moghanlou,shahriar-moghanlou,DELANTEROS,ST,"[""LW"",""RW""]",Q20641191,Shahriar Moghanlou,Iranian association football player,matched,1994-12-21,187,Sepahan F.C.,,false,82,57,25,2,77
España,espana,Unai Simón,unai-simon,ARQUEROS,GK,[],Q23908113,Unai Simón,Spanish association football player (born 1997),matched,1997-06-11,192,Athletic Club,,false,14,24,36,85,78
España,espana,David Raya,david-raya,ARQUEROS,GK,[],Q19665907,David Raya,Spanish association football player,matched,1995-09-15,184,Arsenal F.C.,,false,17,27,39,88,81
España,espana,Joan García,joan-garcia,ARQUEROS,GK,[],Q110258306,Joan Garcia,Spanish footballer (born 2001),matched,2001-05-04,194,Fc Barcelona,,false,18,28,40,89,82
España,espana,Marcos Llorente,marcos-llorente,DEFENSORES,CB,"[""LB"",""RB""]",Q21130285,Marcos Llorente,Spanish association football player,matched,1995-01-30,184,Atlético Madrid,,false,43,62,87,12,81
España,espana,Pedro Porro,pedro-porro,DEFENSORES,CB,"[""LB"",""RB""]",Q44080929,Pedro Porrero,Spanish association football player (born 1999),matched,1999-09-13,176,Tottenham Hotspur F.C.,,false,44,63,88,13,82
España,espana,Aymeric Laporte,aymeric-laporte,DEFENSORES,CB,[],Q3855340,Aymeric Laporte,Spanish-French footballer (born 1994),matched,1994-05-27,191,Athletic Club,,false,33,52,77,2,71
España,espana,Pau Cubarsí,pau-cubarsi,DEFENSORES,CB,[],Q118473161,Pau Cubarsí,Spanish footballer (born 2007),matched,2007-01-22,184,Fc Barcelona,,false,40,59,84,9,78
España,espana,Marc Pubill,marc-pubill,DEFENSORES,CB,[],Q110220404,Marc Pubill,Spanish footballer,matched,2003-06-30,191,Atlético Madrid,,false,43,62,87,12,81
España,espana,Eric García,eric-garcia,DEFENSORES,CB,[],Q59938996,Eric García,Spanish association football player,matched,2001-01-09,182,Fc Barcelona,,false,45,64,89,14,83
España,espana,Marc Cucurella,marc-cucurella,DEFENSORES,CB,[],Q22082505,Marc Cucurella,Spanish association football player,matched,1998-07-22,169,Chelsea F.C.,,false,43,62,87,12,81
España,espana,Álex Grimaldo,alex-grimaldo,DEFENSORES,CB,[],Q921324,Álex Grimaldo,Spanish association football player (born 1995),matched,1995-09-20,170,Bayer 04 Leverkusen,,false,43,62,87,12,81
España,espana,Rodri,rodri,MEDIOCAMPISTAS,CDM,[],Q20994118,Rodri,Spanish association football player,matched,1996-06-22,190,Manchester City F.C.,,false,57,86,78,14,85
España,espana,Martín Zubimendi,martin-zubimendi,MEDIOCAMPISTAS,CM,[],Q63384759,Martín Zubimendi,Spanish footballer (born 1999),matched,1999-02-02,181,Arsenal F.C.,,false,64,85,66,11,83
España,espana,Pedri,pedri,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q66606355,Pedri,Spanish association football player,matched,2002-11-25,174,Fc Barcelona,,false,64,85,66,11,83
España,espana,Fabián,fabian,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,51,72,53,1,70
España,espana,Dani Olmo,dani-olmo,MEDIOCAMPISTAS,CAM,"[""CM""]",Q19560313,Dani Olmo,Spanish association football player,matched,1998-05-07,176,Fc Barcelona,,false,81,90,49,13,86
España,espana,Mikel Merino,mikel-merino,MEDIOCAMPISTAS,CDM,[],Q17612631,Mikel Merino,Spanish footballer (born 1996),matched,1996-06-22,188,Arsenal F.C.,,false,55,84,76,12,83
España,espana,Gavi,gavi,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,52,73,54,1,71
España,espana,Álex Baena,alex-baena,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q97404267,Álex Baena,Spanish association football player,matched,2001-07-20,174,Atlético Madrid,,false,67,88,69,14,86
España,espana,Lamine Yamal,lamine-yamal,DELANTEROS,RW,[],Q113704154,Lamine Yamal,Spanish and Barcelona footballer,matched,2007-07-13,180,Fc Barcelona,,false,87,75,40,11,85
España,espana,Nico Williams,nico-williams,DELANTEROS,ST,"[""RW""]",Q104414736,Nico Williams,Spanish association football player,matched,2002-07-12,181,Athletic Club,,false,86,61,29,6,81
España,espana,Víctor Muñoz,victor-munoz,DELANTEROS,ST,"[""LW"",""RW""]",Q381780,Víctor Muñoz,Spanish footballer,matched,1957-03-15,169,,,false,80,55,23,1,75
España,espana,Mikel Oyarzabal,mikel-oyarzabal,DELANTEROS,ST,[],Q21195147,Mikel Oyarzabal,Spanish association football player (born 1997),matched,1997-04-21,181,Real Sociedad,,false,88,63,31,8,83
España,espana,Ferran Torres,ferran-torres,DELANTEROS,ST,"[""RW""]",Q44297797,Ferran Torres,Spanish association football player also a Barcelona player,matched,2000-02-29,184,Fc Barcelona,,false,91,66,34,11,86
España,espana,Borja Iglesias,borja-iglesias,DELANTEROS,ST,[],Q18719485,Borja Iglesias,Spanish footballer,matched,1993-01-17,187,RC Celta de Vigo,,false,83,58,26,3,78
España,espana,Yéremy Pino,yeremy-pino,DELANTEROS,ST,"[""LW"",""RW""]",Q100735281,Yéremy Pino,Spanish association football player (born 2002),matched,2002-10-20,172,Crystal Palace F.C.,,false,89,64,32,9,84
Cabo Verde,cabo-verde,Vozinha,vozinha,ARQUEROS,GK,[],Q3018091,Vozinha,Cape Verdean international association football goalkeeper,matched,1986-06-03,189,FC Zimbru Chișinău,,false,11,21,33,82,75
Cabo Verde,cabo-verde,C. J. Dos Santos,c-j-dos-santos,ARQUEROS,GK,[],,,,unmatched,,,,,false,5,15,27,76,69
Cabo Verde,cabo-verde,Márcio Rosa,marcio-rosa,ARQUEROS,GK,[],Q55433904,Márcio Rosa,Cape Verdean association football player,matched,1997-02-23,186,G.D. Chaves,,false,10,20,32,81,74
Cabo Verde,cabo-verde,Roberto Lopes,roberto-lopes,DEFENSORES,CB,"[""LB"",""RB""]",Q85797565,Roberto Lopes,Irish-Cape Verdean footballer,matched,1992-06-17,186,Shamrock Rovers F.C.,,false,36,55,80,5,74
Cabo Verde,cabo-verde,Logan Costa,logan-costa,DEFENSORES,CB,[],Q110184199,Logan Costa,Cape Verdean association football player (born 2001),matched,2001-04-01,190,,,false,30,49,74,1,68
Cabo Verde,cabo-verde,Joao Paulo,joao-paulo,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,29,48,73,1,67
Cabo Verde,cabo-verde,Diney Borges,diney-borges,DEFENSORES,CB,"[""LB"",""RB""]",,,,unmatched,,,,,false,31,50,75,1,69
Cabo Verde,cabo-verde,Stopira,stopira,DEFENSORES,CB,[],Q918049,Stopira,Cape Verdean association football player,matched,1988-05-20,180,Fehérvár FC,,false,35,54,79,4,73
Cabo Verde,cabo-verde,Steven Moreira,steven-moreira,DEFENSORES,CB,[],Q14371131,Steven Moreira,Cape Verdean and French footballer,matched,1994-08-13,176,Columbus Crew,,false,31,50,75,1,69
Cabo Verde,cabo-verde,Wagner Pina,wagner-pina,DEFENSORES,CB,"[""LB"",""RB""]",Q126369438,Wagner Pina,Cape Verdean footballer (born 2002),matched,2002-11-03,180,,,false,30,49,74,1,68
Cabo Verde,cabo-verde,Sidny Lopes Cabral,sidny-lopes-cabral,DEFENSORES,CB,"[""LB"",""RB""]",Q124382289,Sidny Lopes Cabral,Cape Verdean footballer (born 2002),matched,2002-09-18,176,,,false,31,50,75,1,69
Cabo Verde,cabo-verde,Kelvin Pires,kelvin-pires,DEFENSORES,CB,"[""LB"",""RB""]",Q107806484,Kelvin Pires,Cape Verdean footballer,matched,2000-06-05,193,,,false,33,52,77,2,71
Cabo Verde,cabo-verde,Kevin Pina Lenini,kevin-pina-lenini,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",,,,unmatched,,,,,false,51,72,53,1,70
Cabo Verde,cabo-verde,Jamiro Monteiro,jamiro-monteiro,MEDIOCAMPISTAS,CM,[],Q23541080,Jamiro Monteiro,Cape Verdean footballer,matched,1993-11-23,175,SC Cambuur,,false,55,76,57,2,74
Cabo Verde,cabo-verde,Deroy Duarte,deroy-duarte,MEDIOCAMPISTAS,CM,[],Q39082970,Deroy Duarte,association football player,matched,1999-07-04,177,Sparta Rotterdam,,false,63,84,65,10,82
Cabo Verde,cabo-verde,Laros Duarte,laros-duarte,MEDIOCAMPISTAS,CM,[],Q20676495,Laros Duarte,Dutch association football player,matched,1997-02-28,180,PSV Eindhoven,,false,59,80,61,6,78
Cabo Verde,cabo-verde,Telmo Arcanjo,telmo-arcanjo,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q97580948,Telmo Arcanjo,Portuguese footballer,matched,2001-06-21,180,,,false,55,76,57,2,74
Cabo Verde,cabo-verde,Yannick Semedo,yannick-semedo,MEDIOCAMPISTAS,CM,"[""CDM"",""CAM""]",Q130465245,Yannick Semedo,Cape Verdean association football player,matched,1995-12-29,171,,,false,52,73,54,1,71
Cabo Verde,cabo-verde,Ryan Mendes,ryan-mendes,DELANTEROS,ST,"[""LW"",""RW""]",Q1392925,Ryan Mendes da Graça,Cape Verdean footballer,matched,1990-01-08,178,Nottingham Forest F.C.,,false,88,63,31,8,83
Cabo Verde,cabo-verde,Garry Rodrigues,garry-rodrigues,DELANTEROS,ST,"[""LW"",""RW""]",Q4621784,Garry Mendes Rodrigues,Dutch-born Cape Verdean footballer,matched,1990-11-27,173,PAOK FC,,false,85,60,28,5,80
Cabo Verde,cabo-verde,Willy Semedo,willy-semedo,DELANTEROS,ST,"[""LW"",""RW""]",Q44821118,Willy Semedo,French and Cape Verdean association football player,matched,1994-04-27,185,Grenoble Foot 38,,false,86,61,29,6,81
Cabo Verde,cabo-verde,Jovane Cabral,jovane-cabral,DELANTEROS,ST,"[""LW"",""RW""]",Q26704562,Jovane Cabral,Cape Verdean association football player,matched,1998-06-14,176,Sporting CP,,false,87,62,30,7,82
Cabo Verde,cabo-verde,Benchimol,benchimol,DELANTEROS,ST,[],Q105939150,Gilson Tavares,Cape Verdean association football player,matched,2001-12-29,187,,,false,79,54,22,1,74
Cabo Verde,cabo-verde,Hélio Varela,helio-varela,DELANTEROS,ST,"[""LW"",""RW""]",Q121907216,Hélio Varela,Portuguese footballer,matched,2002-05-03,176,,,false,79,54,22,1,74
Cabo Verde,cabo-verde,Nuno Da Costa,nuno-da-costa,DELANTEROS,ST,[],Q23007684,Nuno da Costa,Cape Verdean association football player,matched,1991-02-10,182,Valenciennes F.C.,,false,84,59,27,4,79
Cabo Verde,cabo-verde,Dailon Livramento,dailon-livramento,DELANTEROS,ST,[],Q110943455,Dailon Livramento,Dutch association football player,matched,2001-05-04,185,Roda JC Kerkrade,,false,83,58,26,3,78
Uruguay,uruguay,Fernando Muslera,fernando-muslera,ARQUEROS,GK,[],Q203749,Fernando Muslera,Uruguayan footballer,matched,1986-06-16,191,Estudiantes de La Plata,,false,9,19,31,80,73
Uruguay,uruguay,Sergio Rochet,sergio-rochet,ARQUEROS,GK,[],Q17086753,Sergio Rochet,Uruguayan footballer,matched,1993-03-23,190,AZ Alkmaar,,false,16,26,38,87,80
Uruguay,uruguay,Santiago Mele,santiago-mele,ARQUEROS,GK,[],Q27921765,Santiago Mele,association football player,matched,1997-09-06,185,Club Atlético Peñarol,,false,11,21,33,82,75
Uruguay,uruguay,Ronald Araujo,ronald-araujo,DEFENSORES,CB,[],Q56332606,Ronald Araújo,Uruguayan footballer,matched,1999-03-07,192,Fc Barcelona,,false,44,63,88,13,82
Uruguay,uruguay,José María Giménez,jose-maria-gimenez,DEFENSORES,CB,[],Q13634114,José María Giménez,Uruguayan association football player,matched,1995-01-20,185,Atlético Madrid,,false,44,63,88,13,82
Uruguay,uruguay,Santiago Bueno,santiago-bueno,DEFENSORES,CB,[],Q25367692,Santiago Bueno,Uruguayan association football player,matched,1998-11-09,190,Fc Barcelona,,false,43,62,87,12,81
Uruguay,uruguay,Sebastián Cáceres,sebastian-caceres,DEFENSORES,CB,[],Q58011140,Sebastián Cáceres,Uruguayan association football player,matched,1999-08-18,180,Liverpool F.C. (Montevideo),,false,36,55,80,5,74
Uruguay,uruguay,Mathías Olivera,mathias-olivera,DEFENSORES,CB,[],Q23679804,Mathías Olivera,Uruguayan association football player,matched,1997-10-31,184,Getafe CF,,false,37,56,81,6,75
Uruguay,uruguay,Guillermo Varela,guillermo-varela,DEFENSORES,CB,[],Q13422031,Guillermo Varela,Uruguayan association football player,matched,1993-03-24,171,Real Madrid Club de Fútbol,,false,45,64,89,14,83
